{'loss': 6.335, 'learning_rate': 9.997076023391814e-05, 'epoch': 0.0}
{'loss': 0.3862, 'learning_rate': 8.096491228070175e-05, 'epoch': 1.9}
{'loss': 0.4603, 'learning_rate': 8.093567251461989e-05, 'epoch': 1.91}
{'loss': 0.4024, 'learning_rate': 8.090643274853801e-05, 'epoch': 1.91}
{'loss': 0.4432, 'learning_rate': 8.087719298245614e-05, 'epoch': 1.91}
{'loss': 0.4225, 'learning_rate': 8.084795321637428e-05, 'epoch': 1.91}
{'loss': 0.4332, 'learning_rate': 8.08187134502924e-05, 'epoch': 1.92}
{'loss': 0.428, 'learning_rate': 8.078947368421052e-05, 'epoch': 1.92}
{'loss': 0.4704, 'learning_rate': 8.076023391812866e-05, 'epoch': 1.92}
{'loss': 0.409, 'learning_rate': 8.073099415204679e-05, 'epoch': 1.93}
{'loss': 0.4606, 'learning_rate': 8.070175438596491e-05, 'epoch': 1.93}
{'loss': 0.4463, 'learning_rate': 8.067251461988305e-05, 'epoch': 1.93}
{'loss': 0.4244, 'learning_rate': 8.064327485380117e-05, 'epoch': 1.93}
{'loss': 0.3694, 'learning_rate': 8.06140350877193e-05, 'epoch': 1.94}
{'loss': 0.3561, 'learning_rate': 8.058479532163743e-05, 'epoch': 1.94}
{'loss': 0.3562, 'learning_rate': 8.055555555555556e-05, 'epoch': 1.94}
{'loss': 0.418, 'learning_rate': 8.052631578947368e-05, 'epoch': 1.95}
{'loss': 0.3941, 'learning_rate': 8.049707602339182e-05, 'epoch': 1.95}
{'loss': 0.4021, 'learning_rate': 8.046783625730994e-05, 'epoch': 1.95}
{'loss': 0.4199, 'learning_rate': 8.043859649122807e-05, 'epoch': 1.95}
{'loss': 0.3944, 'learning_rate': 8.04093567251462e-05, 'epoch': 1.96}
{'loss': 0.4547, 'learning_rate': 8.038011695906433e-05, 'epoch': 1.96}
{'loss': 0.3913, 'learning_rate': 8.035087719298246e-05, 'epoch': 1.96}
{'loss': 0.4162, 'learning_rate': 8.032163742690059e-05, 'epoch': 1.97}
{'loss': 0.418, 'learning_rate': 8.029239766081871e-05, 'epoch': 1.97}
{'loss': 0.3728, 'learning_rate': 8.026315789473685e-05, 'epoch': 1.97}
{'loss': 0.4707, 'learning_rate': 8.023391812865497e-05, 'epoch': 1.98}
{'loss': 0.3853, 'learning_rate': 8.02046783625731e-05, 'epoch': 1.98}
{'loss': 0.4087, 'learning_rate': 8.017543859649124e-05, 'epoch': 1.98}
{'loss': 0.4173, 'learning_rate': 8.014619883040936e-05, 'epoch': 1.98}
{'loss': 0.426, 'learning_rate': 8.01169590643275e-05, 'epoch': 1.99}
{'loss': 0.3817, 'learning_rate': 8.008771929824562e-05, 'epoch': 1.99}
{'loss': 0.3654, 'learning_rate': 8.005847953216375e-05, 'epoch': 1.99}
{'loss': 0.3633, 'learning_rate': 8.002923976608188e-05, 'epoch': 2.0}
{'loss': 0.4503, 'learning_rate': 8e-05, 'epoch': 2.0}
